,trips_in_first_30_days,avg_rating_of_driver,avg_surge,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,city_King's Landing,city_Winterfell,phone_iPhone,retained
959,2,5.0,1.0,0.0,False,100.0,18.5,5.0,0,1,0,False
960,4,5.0,1.21,14.3,False,14.3,2.61,4.7,0,1,1,True
961,1,5.0,1.0,0.0,True,100.0,8.85,5.0,1,0,1,True
962,0,4.8,1.0,0.0,True,100.0,11.33,5.0,0,1,1,False
963,0,4.8,1.03,11.1,False,77.8,4.44,4.9,1,0,1,True
964,0,4.630592804279383,1.0,0.0,False,0.0,4.98,4.0,0,0,1,True
965,1,5.0,1.0,0.0,False,0.0,1.65,5.0,0,1,1,False
966,1,5.0,1.0,0.0,True,100.0,1.0,5.0,0,0,0,False
967,2,5.0,1.0,0.0,False,53.3,5.44,4.9,0,1,0,True
968,1,4.630592804279383,1.0,0.0,False,100.0,13.83,5.0,0,1,0,False
969,4,5.0,1.0,0.0,True,100.0,2.35,4.8,0,0,1,False
970,1,5.0,1.04,14.3,False,85.7,8.73,5.0,0,0,0,False
971,10,4.0,1.01,1.6,False,73.4,1.49,4.7,0,1,1,True
972,6,4.5,1.0,0.0,False,83.3,6.22,5.0,1,0,0,False
973,0,2.5,1.21,33.3,True,16.7,12.2,4.8,0,1,1,True
974,1,4.630592804279383,1.0,0.0,False,100.0,8.05,5.0,0,0,1,False
975,1,4.630592804279383,1.0,0.0,True,0.0,0.0,4.0,0,1,1,False
976,1,4.630592804279383,1.0,0.0,False,100.0,4.3,5.0,0,0,0,False
977,3,5.0,1.92,66.7,False,0.0,1.53,4.7,0,0,0,False
978,24,4.9,1.06,12.3,True,64.0,2.77,4.7,0,1,1,True
979,1,5.0,1.0,0.0,False,0.0,2.86,5.0,0,1,0,False
980,1,4.0,1.0,0.0,False,0.0,2.2,5.0,0,0,0,False
981,1,4.630592804279383,1.0,0.0,True,100.0,4.38,5.0,0,0,1,False
982,1,5.0,1.0,0.0,False,0.0,14.01,5.0,0,0,1,False
983,1,4.630592804279383,1.0,0.0,False,0.0,4.83,5.0,0,1,0,False
984,0,5.0,1.0,0.0,False,100.0,3.07,5.0,0,0,0,False
985,3,5.0,1.31,25.0,True,25.0,3.16,4.8,0,1,1,False
986,1,5.0,1.0,0.0,False,0.0,2.1,5.0,0,1,0,False
987,0,4.630592804279383,1.0,0.0,False,100.0,3.17,5.0,0,1,0,False
988,1,5.0,1.5,50.0,False,0.0,7.78,5.0,1,0,1,True
989,1,4.630592804279383,1.0,0.0,False,50.0,2.05,4.0,0,1,1,False
990,4,4.6,1.09,10.3,False,69.0,4.39,4.7,0,0,1,True
991,1,3.0,1.0,0.0,False,50.0,3.8,1.0,0,1,1,True
992,0,5.0,1.0,0.0,True,0.0,1.94,5.0,1,0,1,False
993,1,4.9,1.0,0.0,False,57.1,4.16,4.9,0,0,1,True
994,0,4.630592804279383,1.0,0.0,False,0.0,11.69,5.0,0,1,1,False
995,1,5.0,1.0,0.0,False,100.0,3.63,5.0,0,0,1,False
996,1,4.5,1.0,0.0,False,100.0,8.24,5.0,0,1,0,False
997,0,4.630592804279383,1.0,0.0,False,0.0,2.87,5.0,0,1,1,True
998,1,4.9,1.0,0.0,True,72.7,18.49,5.0,1,0,0,True
999,1,4.630592804279383,1.0,0.0,False,100.0,17.96,5.0,0,1,0,False
1000,1,4.0,1.13,50.0,False,100.0,9.03,5.0,0,1,1,False
1001,0,4.0,1.0,0.0,False,0.0,17.34,5.0,0,1,1,False
1002,1,1.0,1.0,0.0,False,100.0,21.13,5.0,0,1,1,False
1003,0,4.7,1.0,0.0,True,100.0,7.92,5.0,1,0,0,True
1004,1,5.0,1.0,0.0,False,100.0,1.46,4.5,0,0,1,False
1005,1,4.630592804279383,1.0,0.0,False,22.2,4.24,4.6,0,1,1,True
1006,3,3.8,1.15,13.3,True,60.0,1.95,4.4,0,0,1,False
1007,6,4.6,1.21,42.9,False,64.3,1.93,4.8,0,1,1,True
1008,1,4.630592804279383,1.0,0.0,False,0.0,8.63,5.0,0,0,1,False
1009,0,5.0,1.0,0.0,False,0.0,10.27,3.0,0,1,1,False
1010,2,1.0,1.0,0.0,False,50.0,5.63,5.0,1,0,0,False
1011,1,4.630592804279383,1.0,0.0,False,100.0,11.11,5.0,0,1,1,False
1012,0,5.0,1.25,50.0,False,100.0,13.2,5.0,0,0,1,False
1013,1,4.0,1.0,0.0,False,33.3,4.86,5.0,0,1,0,True
1014,6,5.0,1.21,16.7,True,50.0,8.35,5.0,0,0,1,False
1015,4,4.6,1.02,8.3,False,83.3,2.05,4.8,0,1,1,True
1016,6,4.3,1.23,27.1,False,25.0,7.0,4.9,0,1,1,True
1017,13,4.9,1.01,1.7,False,72.4,1.81,4.9,1,0,1,True
1018,3,4.7,1.0,0.0,True,36.4,4.66,5.0,0,1,0,False
1019,0,4.3,1.44,25.0,False,50.0,6.43,5.0,0,1,1,False
1020,0,5.0,1.0,0.0,False,100.0,0.4,3.0,0,0,1,False
1021,0,4.630592804279383,1.75,100.0,True,100.0,2.33,4.798852876911923,1,0,1,True
1022,1,5.0,1.0,0.0,False,75.0,7.33,5.0,1,0,1,True
1023,1,4.630592804279383,1.0,0.0,False,100.0,32.89,5.0,1,0,1,False
1024,0,5.0,1.19,33.3,False,55.6,4.03,5.0,1,0,1,True
1025,1,4.630592804279383,1.0,0.0,False,50.0,3.84,3.5,0,1,1,True
1026,3,4.0,1.0,0.0,True,0.0,4.94,4.7,0,1,1,True
1027,2,4.630592804279383,1.0,0.0,False,100.0,4.73,5.0,0,1,1,False
1028,5,4.0,1.0,0.0,False,100.0,1.27,4.7,0,0,1,False
1029,0,5.0,1.18,18.2,True,54.5,3.18,4.6,0,1,1,True
1030,2,4.7,1.0,0.0,False,100.0,31.66,5.0,1,0,1,True
1031,2,3.3,1.19,25.0,False,50.0,3.16,5.0,0,1,1,False
1032,0,5.0,1.0,0.0,False,100.0,21.3,5.0,0,1,0,False
1033,1,5.0,1.0,0.0,True,100.0,5.54,5.0,0,1,1,False
1034,1,2.0,1.0,0.0,True,100.0,18.31,2.0,0,1,0,False
1035,4,4.8,1.14,22.2,False,100.0,2.66,4.9,1,0,0,False
1036,5,5.0,1.0,0.0,True,60.0,3.98,5.0,0,0,0,False
1037,1,4.630592804279383,1.0,0.0,False,0.0,11.25,5.0,0,1,1,False
1038,1,5.0,1.13,25.0,False,100.0,7.57,5.0,0,1,1,False
1039,2,4.630592804279383,1.0,0.0,False,66.7,1.79,5.0,0,0,1,False
1040,2,5.0,1.0,0.0,False,100.0,7.74,5.0,0,1,0,False
1041,0,4.5,1.0,0.0,False,100.0,10.96,5.0,1,0,1,True
1042,3,5.0,1.35,40.0,True,0.0,2.55,5.0,0,0,0,False
1043,1,5.0,1.0,0.0,False,100.0,18.94,5.0,1,0,1,False
1044,1,3.0,1.0,0.0,False,75.0,6.53,5.0,0,1,0,False
1045,2,4.630592804279383,1.0,0.0,True,100.0,2.73,5.0,0,1,0,False
1046,0,5.0,1.0,0.0,False,50.0,5.07,5.0,0,0,0,False
1047,1,5.0,1.35,40.0,False,60.0,4.14,4.8,0,0,1,True
1048,4,5.0,1.0,0.0,False,75.0,1.93,5.0,0,1,1,False
1049,2,4.3,1.09,5.3,False,78.9,3.43,4.5,0,0,1,True
1050,1,5.0,1.0,0.0,True,0.0,4.89,5.0,0,1,1,False
1051,0,4.0,1.0,0.0,False,50.0,3.64,5.0,1,0,1,True
1052,11,4.5,1.0,0.0,True,84.6,3.45,4.5,0,1,1,True
1053,0,5.0,1.17,33.3,False,100.0,2.08,5.0,0,0,1,False
1054,0,5.0,1.0,0.0,False,100.0,1.27,5.0,0,0,0,False
1055,3,4.7,1.0,0.0,False,25.0,3.38,5.0,1,0,1,True
1056,0,5.0,1.05,20.0,True,20.0,2.09,3.8,0,1,1,True
1057,6,3.2,1.14,14.3,False,42.9,1.55,4.7,0,1,0,False
1058,14,4.7,1.03,5.4,False,59.5,4.7,4.6,0,0,0,False
1059,11,4.7,1.0,0.0,True,59.3,4.11,4.7,0,1,0,True
1060,1,5.0,2.0,100.0,False,0.0,4.78,5.0,0,0,1,False
1061,1,4.0,1.0,0.0,False,100.0,4.67,5.0,0,1,1,False
1062,1,4.630592804279383,1.0,0.0,True,100.0,5.27,5.0,1,0,0,False
1063,5,3.9,1.05,9.1,False,36.4,2.29,4.5,0,1,1,True
1064,1,5.0,1.0,0.0,False,40.0,4.72,4.4,1,0,0,True
1065,2,5.0,1.0,0.0,True,100.0,13.8,5.0,0,1,1,False
1066,0,5.0,1.08,8.3,True,83.3,4.27,4.2,0,0,1,False
1067,1,4.0,1.0,0.0,False,0.0,2.01,5.0,0,0,0,False
1068,3,5.0,1.0,0.0,False,0.0,1.78,4.0,0,1,1,False
1069,0,4.630592804279383,1.38,50.0,False,0.0,5.1,5.0,0,0,1,False
1070,0,4.5,1.0,0.0,False,75.0,5.38,4.8,0,0,1,True
1071,2,5.0,1.19,25.0,True,0.0,1.92,4.8,1,0,0,True
1072,1,4.630592804279383,1.75,100.0,False,100.0,3.62,5.0,0,0,0,False
1073,0,5.0,1.0,0.0,False,0.0,9.21,4.798852876911923,1,0,0,False
1074,0,4.7,1.03,11.1,False,85.2,2.78,4.8,0,0,1,True
1075,0,4.0,1.0,0.0,True,100.0,8.76,5.0,1,0,1,True
1076,1,3.0,1.0,0.0,False,100.0,15.57,5.0,0,0,0,False
1077,1,4.7,1.44,50.0,True,25.0,4.58,4.5,1,0,1,True
1078,0,4.2,1.0,0.0,True,100.0,6.4,5.0,0,1,1,True
1079,6,4.4,1.0,0.0,False,76.9,3.14,4.3,0,1,1,False
1080,1,4.630592804279383,1.0,0.0,False,0.0,6.97,5.0,0,1,0,False
1081,1,5.0,1.19,22.2,False,55.6,1.6,5.0,0,0,1,False
1082,5,4.3,1.04,10.0,False,85.0,3.86,4.8,0,1,1,True
1083,2,5.0,1.0,0.0,True,0.0,0.99,5.0,1,0,1,False
1084,2,4.630592804279383,1.5,100.0,False,0.0,1.41,5.0,0,1,1,True
1085,0,5.0,1.0,0.0,False,100.0,3.48,5.0,0,1,1,False
1086,3,5.0,1.0,0.0,True,72.7,1.58,4.5,0,1,0,True
1087,8,4.5,1.0,0.0,False,25.0,1.88,4.6,0,1,1,False
1088,1,5.0,1.0,0.0,False,0.0,0.5,5.0,0,1,1,False
1089,0,3.0,1.0,0.0,False,0.0,14.36,4.5,0,1,1,False
1090,0,5.0,1.05,20.0,True,20.0,9.31,5.0,0,0,1,False
1091,3,4.4,1.0,0.0,True,42.9,21.5,5.0,0,0,1,True
1092,1,4.0,1.0,0.0,False,0.0,8.07,3.0,0,1,1,False
1093,1,4.630592804279383,1.0,0.0,False,33.3,6.67,5.0,0,1,1,False
1094,2,4.9,1.1,26.7,True,60.0,2.89,4.8,0,0,1,True
1095,4,4.5,1.32,50.0,True,70.0,2.24,4.7,1,0,1,False
1096,0,4.3,1.19,25.0,False,100.0,2.62,4.8,1,0,0,True
1097,7,4.4,1.19,25.0,False,55.0,3.17,4.8,1,0,1,True
1098,2,5.0,1.0,0.0,True,100.0,2.12,5.0,0,1,1,False
1099,0,4.7,1.42,33.3,False,66.7,2.59,5.0,1,0,1,False
1100,0,4.630592804279383,1.0,0.0,True,0.0,0.76,1.0,0,0,1,True
1101,1,4.4,1.07,6.7,False,46.7,3.81,4.6,0,1,1,True
1102,2,5.0,1.0,0.0,False,33.3,1.77,5.0,1,0,1,False
1103,1,4.630592804279383,1.0,0.0,False,100.0,15.79,5.0,0,1,1,False
1104,1,4.0,1.0,0.0,True,33.3,9.69,5.0,0,0,1,False
1105,2,4.7,1.09,21.4,True,42.9,3.68,4.6,1,0,0,True
1106,1,5.0,1.0,0.0,True,80.0,16.13,5.0,1,0,1,True
1107,0,5.0,1.0,0.0,True,100.0,4.64,5.0,0,0,1,True
1108,0,4.6,1.15,20.0,False,40.0,0.95,4.2,0,1,1,False
1109,1,4.5,1.17,33.3,True,33.3,9.05,5.0,0,0,1,False
1110,0,4.7,1.29,33.3,False,66.7,3.1,5.0,1,0,1,True
1111,1,5.0,1.23,28.6,True,57.1,7.32,5.0,1,0,1,True
1112,4,4.9,1.0,0.0,False,80.0,2.28,4.5,0,1,1,True
1113,0,4.8,1.02,9.1,False,63.6,1.87,4.8,0,0,1,True
1114,0,4.0,1.0,0.0,True,100.0,3.26,5.0,0,0,0,False
1115,7,4.7,1.05,13.6,False,31.8,2.66,4.7,0,1,1,True
1116,1,5.0,1.0,0.0,False,100.0,3.04,5.0,1,0,1,False
1117,0,5.0,1.0,0.0,True,0.0,5.16,4.0,0,1,0,True
1118,0,4.630592804279383,1.0,0.0,True,100.0,8.33,5.0,1,0,1,True
1119,1,4.630592804279383,1.0,0.0,False,0.0,2.99,5.0,1,0,1,False
1120,1,5.0,1.0,0.0,False,0.0,4.41,5.0,0,1,1,False
1121,0,4.630592804279383,1.0,0.0,True,0.0,1.64,4.0,0,1,1,False
1122,10,4.6,1.14,11.4,True,48.6,3.55,4.9,0,0,1,True
1123,3,4.5,1.0,0.0,False,0.0,4.42,4.8,0,1,1,False
1124,10,4.6,1.04,8.0,False,92.0,4.72,4.9,0,1,1,True
1125,1,5.0,1.0,0.0,False,0.0,7.51,5.0,0,1,0,False
1126,0,4.3,1.0,0.0,False,50.0,6.33,4.7,1,0,0,True
1127,2,3.8,1.0,0.0,True,50.0,1.84,5.0,0,0,0,True
1128,2,5.0,1.12,7.7,False,69.2,2.15,5.0,1,0,1,False
1129,1,4.630592804279383,1.0,0.0,False,0.0,8.24,3.0,0,1,0,False
1130,0,4.630592804279383,1.0,0.0,False,50.0,3.62,3.5,1,0,1,True
1131,3,4.3,1.31,38.5,False,7.7,13.95,5.0,0,1,1,True
1132,2,5.0,1.0,0.0,True,0.0,22.75,5.0,0,0,1,True
1133,0,4.630592804279383,1.0,0.0,False,100.0,1.79,5.0,0,1,0,False
1134,17,5.0,1.08,14.3,False,75.3,2.21,4.5,0,1,1,True
1135,0,4.5,1.38,50.0,False,50.0,4.7,5.0,0,0,0,False
1136,3,4.5,1.14,18.2,False,100.0,2.91,4.9,0,0,1,False
1137,2,4.2,1.06,15.4,False,46.2,6.16,4.7,0,1,1,False
1138,3,4.630592804279383,1.0,0.0,True,25.0,4.36,5.0,0,0,1,True
1139,1,4.630592804279383,1.0,0.0,True,100.0,10.55,4.0,0,1,0,False
1140,1,4.0,1.0,0.0,True,75.0,5.02,4.8,0,1,1,True
1141,1,4.630592804279383,1.0,0.0,False,100.0,19.4,5.0,0,0,1,False
1142,1,4.630592804279383,1.0,0.0,True,50.0,1.22,3.5,0,0,1,True
1143,0,5.0,1.0,0.0,True,71.4,3.82,4.9,0,0,1,True
1144,0,4.2,1.0,0.0,True,80.0,5.4,5.0,0,1,1,True
1145,0,4.0,1.0,0.0,False,75.0,6.62,3.5,0,1,1,False
1146,7,4.3,1.06,11.1,False,61.1,7.38,4.8,0,1,1,True
1147,0,4.5,1.0,0.0,True,0.0,1.57,3.0,0,1,1,False
1148,0,1.0,1.0,0.0,False,50.0,4.42,5.0,0,1,1,True
1149,0,3.0,1.0,0.0,False,50.0,2.95,5.0,0,1,1,False
1150,0,4.630592804279383,1.0,0.0,True,0.0,0.98,5.0,0,1,1,True
1151,12,4.3,1.1,16.7,False,33.3,4.15,4.7,0,1,1,False
1152,3,5.0,1.33,33.3,False,66.7,9.92,5.0,0,1,1,False
1153,0,5.0,1.0,0.0,False,0.0,3.13,4.0,1,0,1,True
1154,4,3.5,1.0,0.0,True,50.0,5.37,4.8,0,1,1,False
1155,2,4.630592804279383,1.0,0.0,False,100.0,3.13,5.0,0,0,0,False
1156,4,5.0,1.15,20.0,False,100.0,3.51,5.0,0,0,0,False
1157,1,4.630592804279383,1.75,100.0,False,100.0,3.6,5.0,0,1,0,False
1158,1,5.0,1.0,0.0,False,0.0,2.1,5.0,1,0,0,False
1159,0,4.630592804279383,1.0,0.0,True,33.3,15.9,5.0,0,0,1,False
1160,5,5.0,1.04,8.3,True,8.3,12.9,4.6,1,0,0,True
1161,0,4.5,1.0,0.0,False,100.0,4.27,4.6,0,0,1,False
1162,2,4.7,1.0,0.0,False,25.0,13.52,5.0,0,1,1,False
1163,0,4.3,1.5,25.0,False,0.0,2.22,4.8,0,0,1,False
1164,1,2.0,1.0,0.0,True,100.0,2.57,4.798852876911923,0,1,0,False
1165,0,5.0,1.0,0.0,False,100.0,12.82,5.0,0,1,0,True
1166,40,5.0,1.02,2.6,True,66.2,1.26,4.8,1,0,1,True
1167,0,2.0,1.0,0.0,False,0.0,15.08,5.0,0,1,1,False
1168,2,4.5,1.0,0.0,True,0.0,5.42,5.0,0,1,0,False
1169,1,4.630592804279383,1.0,0.0,False,0.0,3.39,5.0,0,0,1,False
1170,1,4.3,1.0,0.0,True,100.0,1.47,5.0,0,0,0,False
1171,0,5.0,1.0,0.0,True,15.4,3.2,4.8,0,1,1,True
1172,2,4.0,1.0,0.0,True,100.0,22.42,4.7,1,0,1,True
1173,1,5.0,1.0,0.0,False,0.0,0.99,5.0,0,1,1,False
1174,2,4.7,1.14,22.2,False,55.6,2.84,5.0,0,0,0,False
1175,16,4.1,1.09,14.8,True,70.4,1.86,4.6,0,0,1,False
1176,5,4.4,1.06,10.0,True,50.0,7.62,4.5,0,1,1,True
1177,0,5.0,1.0,0.0,False,0.0,22.51,5.0,1,0,1,False
1178,1,4.630592804279383,1.0,0.0,True,0.0,2.66,5.0,0,0,0,False
1179,0,4.0,1.0,0.0,True,0.0,1.72,4.5,0,1,0,False
1180,8,4.9,1.0,0.0,True,38.5,2.75,4.8,0,1,1,True
1181,1,3.0,1.0,0.0,False,0.0,24.91,4.798852876911923,0,1,0,False
1182,0,4.0,1.0,0.0,False,60.0,6.48,4.6,0,0,1,True
1183,0,5.0,1.75,100.0,False,100.0,5.94,5.0,0,1,1,False
1184,2,4.630592804279383,1.0,0.0,False,60.0,8.79,4.4,0,1,1,True
1185,0,4.0,1.0,0.0,True,85.7,2.48,5.0,0,1,1,True
1186,4,2.7,1.0,0.0,False,42.9,3.26,4.6,0,0,1,True
1187,3,3.6,1.0,0.0,False,45.5,2.57,5.0,0,0,1,True
1188,1,5.0,1.0,0.0,False,100.0,5.53,5.0,0,0,1,False
1189,1,5.0,1.0,0.0,False,0.0,14.92,5.0,0,1,1,False
1190,10,4.9,1.02,3.6,True,57.1,5.23,4.7,0,0,1,True
1191,0,4.0,1.0,0.0,False,0.0,0.77,5.0,1,0,0,True
1192,0,4.0,1.0,0.0,True,100.0,2.65,4.0,0,1,1,True
1193,2,5.0,1.03,8.0,True,72.0,8.07,4.5,0,1,1,True
1194,1,3.0,1.0,0.0,False,100.0,0.0,4.0,0,1,0,False
1195,2,4.3,1.01,3.3,True,40.0,5.3,4.7,0,1,0,True
1196,0,4.0,1.0,0.0,False,0.0,0.49,4.3,0,1,1,False
1197,3,5.0,1.0,0.0,False,80.0,8.66,5.0,0,1,1,False
1198,0,4.630592804279383,1.0,0.0,True,0.0,4.26,5.0,0,1,1,True
1199,1,5.0,1.0,0.0,True,100.0,1.82,5.0,0,0,1,False
1200,2,5.0,1.0,0.0,False,40.0,2.69,4.4,0,0,0,False
1201,2,4.0,1.0,0.0,True,100.0,1.96,5.0,0,1,1,False
1202,0,4.630592804279383,1.0,0.0,False,100.0,2.72,4.0,0,0,1,False
1203,1,5.0,1.0,0.0,False,100.0,0.01,5.0,0,1,1,False
1204,0,4.0,1.0,0.0,True,46.4,1.53,4.6,1,0,1,True
1205,0,4.630592804279383,1.0,0.0,False,100.0,8.94,4.798852876911923,0,1,0,False
1206,1,5.0,1.0,0.0,True,66.7,16.52,5.0,0,0,1,True
1207,2,4.3,1.08,12.5,False,37.5,1.97,4.6,0,1,1,True
1208,0,5.0,1.13,50.0,False,100.0,2.48,5.0,0,1,1,False
1209,1,3.7,1.07,11.8,True,70.6,2.58,4.5,0,0,1,True
1210,7,4.6,1.09,14.3,False,64.3,4.87,4.6,0,1,1,True
1211,0,4.630592804279383,1.0,0.0,True,100.0,20.5,4.0,0,1,1,False
1212,4,5.0,1.0,0.0,True,83.3,12.78,3.3,0,0,1,False
1213,1,5.0,1.0,0.0,False,33.3,2.91,4.7,0,0,0,True
1214,1,5.0,1.0,0.0,False,0.0,4.65,5.0,1,0,1,False
1215,1,5.0,1.0,0.0,False,100.0,4.55,4.7,1,0,1,True
1216,0,5.0,1.0,0.0,False,100.0,6.26,5.0,0,1,0,False
1217,0,4.9,1.12,15.8,False,47.4,3.71,4.9,1,0,0,True
1218,1,5.0,1.0,0.0,False,0.0,4.9,5.0,0,1,0,False
1219,6,4.8,1.0,0.0,False,50.0,5.71,4.7,0,1,1,True
1220,3,4.8,1.09,17.2,False,79.3,4.59,4.9,0,0,1,False
1221,0,4.630592804279383,1.0,0.0,True,100.0,0.6,5.0,0,0,1,True
1222,1,4.630592804279383,1.0,0.0,False,66.7,25.82,5.0,1,0,0,False
1223,2,4.0,1.0,0.0,True,0.0,0.43,5.0,0,1,1,False
1224,0,5.0,1.0,0.0,False,100.0,17.63,5.0,0,1,0,False
1225,0,5.0,1.44,50.0,False,50.0,4.08,5.0,0,0,1,False
1226,3,5.0,1.0,0.0,True,75.0,5.61,5.0,1,0,1,False
1227,2,4.0,1.0,0.0,False,100.0,3.81,5.0,0,0,1,False
1228,14,3.9,1.07,8.0,True,76.0,3.64,4.8,0,0,1,True
1229,0,4.0,1.0,0.0,False,16.7,1.85,4.3,0,1,0,False
1230,0,5.0,1.0,0.0,False,100.0,0.23,5.0,0,1,1,False
1231,2,5.0,1.0,0.0,True,100.0,13.18,5.0,0,1,1,False
1232,3,4.5,1.1,14.3,False,90.5,1.7,4.8,0,0,1,True
1233,10,5.0,1.05,4.5,True,72.7,2.8,4.8,0,0,1,True
1234,5,4.6,1.01,3.2,True,48.4,4.13,4.8,0,1,1,True
1235,0,4.3,1.0,0.0,False,40.0,4.8,4.8,1,0,1,False
1236,0,4.0,1.0,0.0,True,66.7,2.29,5.0,0,1,1,True
1237,1,4.630592804279383,1.0,0.0,False,0.0,9.73,4.5,0,1,1,True
1238,0,4.5,1.0,0.0,False,100.0,8.92,4.0,0,1,1,True
1239,0,3.4,1.0,0.0,False,28.6,2.23,4.7,0,1,0,True
1240,1,5.0,1.0,0.0,False,100.0,3.85,5.0,0,1,1,False
1241,1,4.0,1.0,0.0,False,100.0,13.85,5.0,1,0,0,False
1242,0,4.7,1.0,0.0,False,75.0,1.97,5.0,0,0,0,False
1243,2,5.0,1.0,0.0,True,33.3,3.73,4.7,1,0,1,True
1244,0,5.0,1.0,0.0,False,0.0,4.07,5.0,0,0,1,True
1245,0,4.0,1.0,0.0,False,100.0,4.78,5.0,0,0,1,True
1246,2,4.5,1.0,0.0,False,100.0,0.69,5.0,0,1,1,False
1247,1,4.2,1.25,33.3,True,100.0,15.39,4.5,0,0,1,False
1248,4,4.4,1.0,0.0,False,85.7,4.44,5.0,1,0,1,True
1249,12,5.0,1.0,0.0,False,78.9,4.65,4.7,0,0,0,True
1250,0,5.0,1.0,0.0,False,75.0,1.32,4.8,0,0,1,False
1251,0,5.0,1.0,0.0,False,100.0,5.3,5.0,0,1,1,False
1252,1,5.0,1.0,0.0,False,0.0,6.96,5.0,0,1,1,False
1253,17,4.7,1.0,0.0,False,74.1,3.53,4.8,0,1,1,False
1254,5,4.9,1.16,27.3,True,75.8,6.98,4.9,1,0,1,True
1255,1,4.5,1.0,0.0,False,57.1,3.36,3.7,0,0,1,True
1256,1,4.630592804279383,1.0,0.0,False,0.0,7.07,4.0,0,1,0,False
1257,1,5.0,1.0,0.0,False,100.0,1.52,5.0,1,0,1,True
1258,3,5.0,1.0,0.0,True,100.0,1.83,5.0,1,0,1,True
1259,1,3.0,1.0,0.0,False,50.0,3.81,4.5,0,1,0,False
1260,1,5.0,1.0,0.0,False,75.0,11.18,4.5,0,1,0,True
1261,0,4.4,1.06,11.1,True,77.8,1.63,4.0,1,0,1,True
1262,0,4.630592804279383,1.5,100.0,True,0.0,1.74,5.0,0,1,0,False
1263,1,5.0,1.0,0.0,False,0.0,4.29,4.7,0,0,1,True
1264,0,4.3,1.0,0.0,True,50.0,5.23,4.8,0,1,1,True
1265,0,4.5,1.0,0.0,True,100.0,8.04,5.0,1,0,1,False
1266,0,4.5,1.0,0.0,True,100.0,29.4,5.0,0,1,1,False
1267,1,4.630592804279383,1.0,0.0,False,50.0,3.59,5.0,0,1,1,False
1268,0,5.0,1.0,0.0,False,100.0,4.29,4.7,0,1,1,False
1269,0,5.0,1.0,0.0,False,100.0,1.52,4.5,0,0,1,False
1270,1,4.0,1.0,0.0,False,0.0,14.43,5.0,0,0,0,False
1271,0,4.630592804279383,1.0,0.0,False,100.0,5.23,5.0,0,0,1,False
1272,1,4.630592804279383,1.0,0.0,False,100.0,2.1,5.0,1,0,0,False
1273,2,5.0,1.0,0.0,False,0.0,0.79,5.0,0,0,0,False
1274,1,5.0,1.0,0.0,False,100.0,29.91,5.0,0,1,1,False
1275,0,5.0,1.0,0.0,False,33.3,2.5,3.8,0,1,1,True
1276,2,5.0,1.0,0.0,False,37.5,4.98,5.0,1,0,0,True
1277,0,4.0,1.0,0.0,False,0.0,2.95,5.0,1,0,1,False
1278,1,4.3,1.0,0.0,True,85.7,13.25,4.6,0,1,0,True
1279,2,5.0,1.0,0.0,False,33.3,1.62,5.0,0,1,1,False
1280,0,4.5,1.0,0.0,False,66.7,6.87,5.0,1,0,1,True
1281,0,4.630592804279383,1.0,0.0,False,100.0,13.05,5.0,0,0,1,False
1282,3,5.0,1.0,0.0,False,100.0,13.44,4.7,0,1,0,False
1283,0,4.7,1.0,0.0,True,50.0,6.12,5.0,0,0,0,False
1284,2,5.0,1.0,0.0,False,100.0,0.72,4.0,0,1,0,False
1285,1,5.0,1.0,0.0,False,50.0,9.02,5.0,1,0,1,False
1286,0,4.0,1.0,0.0,False,50.0,5.28,5.0,0,0,0,True
1287,0,4.5,1.0,0.0,False,100.0,5.58,4.8,1,0,1,True
1288,3,4.4,1.08,5.9,True,55.9,7.18,4.9,0,1,1,False
1289,0,5.0,1.0,0.0,True,0.0,1.89,5.0,1,0,1,True
1290,0,4.9,1.0,0.0,False,71.4,10.41,5.0,0,1,1,True
1291,3,5.0,1.0,0.0,True,66.7,8.93,5.0,0,0,1,False
1292,1,4.630592804279383,1.0,0.0,False,0.0,35.09,5.0,0,1,0,False
1293,0,4.630592804279383,1.0,0.0,True,100.0,3.39,5.0,0,0,1,False
1294,0,4.630592804279383,1.0,0.0,True,100.0,1.84,5.0,0,0,1,True
1295,9,4.3,1.11,21.7,False,69.6,2.22,4.8,0,0,1,False
1296,0,2.0,1.0,0.0,False,100.0,0.95,5.0,0,0,1,False
1297,5,4.5,1.2,21.1,False,36.8,2.58,4.7,0,1,1,True
1298,0,4.7,1.19,22.2,False,55.6,3.07,4.9,1,0,1,False
1299,0,5.0,1.0,0.0,False,0.0,14.0,5.0,0,0,1,False
1300,4,5.0,1.0,0.0,True,100.0,2.53,5.0,0,0,0,False
1301,0,4.3,1.06,25.0,False,75.0,10.92,5.0,1,0,1,False
1302,1,5.0,1.0,0.0,False,100.0,79.69,5.0,0,1,1,False
1303,7,4.4,1.03,5.7,True,39.6,8.19,4.7,0,1,0,True
1304,0,4.8,1.0,0.0,False,50.0,6.04,4.5,0,1,1,False
1305,0,5.0,1.0,0.0,True,100.0,26.03,4.3,0,0,1,True
1306,24,4.8,1.04,7.7,False,70.9,4.42,4.7,0,1,1,True
1307,1,4.8,1.0,0.0,True,91.7,6.08,4.8,0,1,1,True
1308,0,4.630592804279383,1.0,0.0,False,100.0,3.41,5.0,1,0,1,True
