	Demographic ID	Demographic Name	Student Group	County Code	District Code	School Code	Grade	Percentage Standard Exceeded	Percentage Standard Met	Percentage Standard Nearly Met	Percentage Standard Not Met	Total Number of Students with Valid Scores	Life Sciences Domain Percent Below Standard	Life Sciences Domain Percent Near Standard	Life Sciences Domain Percent Above Standard	Physical Sciences Domain Percent Below Standard	Physical Sciences Domain Percent Near Standard	Physical Sciences Domain Percent Above Standard	Earth and Space Sciences Domain Percent Below Standard	Earth and Space Sciences Domain Percent Near Standard	Earth and Space Sciences Domain Percent Above Standard	County Name	District Name	School Name	Zip Code	Median
2182	6	Fluent English proficient and English only	English-Language Fluency	52	71571	6053581	5	8.33	25.0	50.0	16.67	12.0	41.67	33.33	25.0	50.0	41.67	8.33	41.67	50.0	8.33	Tehama	Los Molinos Unified	Vina Elementary	96092	401580.5
2184	6	Fluent English proficient and English only	English-Language Fluency	52	71571	6053581	13	5.88	29.41	52.94	11.76	17.0	29.41	52.94	17.65	35.29	52.94	11.76	29.41	64.71	5.88	Tehama	Los Molinos Unified	Vina Elementary	96092	401580.5
2185	6	Fluent English proficient and English only	English-Language Fluency	53	71696	6053722	5	26.32	15.79	57.89	0.0	19.0	21.05	63.16	15.79	26.32	47.37	26.32	15.79	63.16	21.05	Trinity	Douglas City Elementary	Douglas City Elementary	96024	681866.0
2186	6	Fluent English proficient and English only	English-Language Fluency	53	71696	6053722	8	17.39	34.78	43.48	4.35	23.0	21.74	52.17	26.09	4.35	86.96	8.7	21.74	43.48	34.78	Trinity	Douglas City Elementary	Douglas City Elementary	96024	681866.0
2187	6	Fluent English proficient and English only	English-Language Fluency	53	71696	6053722	13	21.43	26.19	50.0	2.38	42.0	21.43	57.14	21.43	14.29	69.05	16.67	19.05	52.38	28.57	Trinity	Douglas City Elementary	Douglas City Elementary	96024	681866.0
2190	6	Fluent English proficient and English only	English-Language Fluency	53	71738	6053771	13	14.29	50.0	35.71	0.0	14.0	28.57	64.29	7.14	21.43	57.14	21.43	21.43	64.29	14.29	Trinity	Junction City Elementary	Junction City Elementary	96048	1178523.0
2206	7	Initial fluent English proficient (IFEP)	English-Language Fluency	9	61903	937805	13	13.33	20.0	53.33	13.33	15.0	40.0	46.67	13.33	53.33	26.67	20.0	46.67	40.0	13.33	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2323	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	100537	8	16.67	25.0	50.0	8.33	12.0	16.67	66.67	16.67	16.67	66.67	16.67	33.33	41.67	25.0	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2324	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	100537	13	16.67	33.33	44.44	5.56	18.0	22.22	55.56	22.22	16.67	55.56	27.78	27.78	44.44	27.78	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2325	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	107722	12	0.0	44.44	44.44	11.11	18.0	27.78	66.67	5.56	38.89	55.56	5.56	38.89	55.56	5.56	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2326	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	107722	13	0.0	44.44	44.44	11.11	18.0	27.78	66.67	5.56	38.89	55.56	5.56	38.89	55.56	5.56	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2336	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	6067268	13	26.67	40.0	33.33	0.0	15.0	6.67	66.67	26.67	6.67	60.0	33.33	6.67	66.67	26.67	Sutter	Yuba City Unified	Butte Vista Elementary	95993	596649.0
2342	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	113134	13	0.0	50.0	50.0	0.0	12.0	25.0	75.0	0.0	8.33	91.67	0.0	25.0	66.67	8.33	Sutter	Yuba City Unified	Riverbend Elementary	95991	921737.5
2345	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	5139001	12	8.33	33.33	41.67	16.67	12.0	33.33	58.33	8.33	41.67	50.0	8.33	33.33	50.0	16.67	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2346	7	Initial fluent English proficient (IFEP)	English-Language Fluency	51	71464	5139001	13	8.33	33.33	41.67	16.67	12.0	33.33	58.33	8.33	41.67	50.0	8.33	33.33	50.0	16.67	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2372	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	118729	5	3.23	32.26	58.06	6.45	31.0	35.48	61.29	3.23	38.71	58.06	3.23	29.03	64.52	6.45	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2373	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	118729	13	3.23	32.26	58.06	6.45	31.0	35.48	61.29	3.23	38.71	58.06	3.23	29.03	64.52	6.45	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2377	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	637504	8	0.0	4.35	50.72	44.93	69.0	67.16	32.84	0.0	73.13	26.87	0.0	73.85	26.15	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2378	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	637504	10	0.0	3.13	85.94	10.94	64.0	45.16	54.84	0.0	53.23	46.77	0.0	38.71	61.29	0.0	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2379	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	637504	12	0.0	3.57	64.29	32.14	56.0	54.72	45.28	0.0	64.15	35.85	0.0	69.81	28.3	1.89	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2380	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	6	61622	637504	13	0.0	3.7	66.67	29.63	189.0	56.04	43.96	0.0	63.74	36.26	0.0	60.56	38.89	0.56	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
2383	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	937805	10	0.0	11.11	69.44	19.44	72.0	47.22	50.0	2.78	63.89	36.11	0.0	62.5	36.11	1.39	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2384	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	937805	12	0.0	5.26	77.19	17.54	57.0	61.4	38.6	0.0	63.16	35.09	1.75	63.16	36.84	0.0	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2385	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	937805	13	0.0	8.53	72.87	18.6	129.0	53.49	44.96	1.55	63.57	35.66	0.78	62.79	36.43	0.78	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
2386	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	6005540	5	6.25	31.25	62.5	0.0	16.0	12.5	87.5	0.0	31.25	62.5	6.25	31.25	50.0	18.75	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
2387	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	6005540	13	6.25	31.25	62.5	0.0	16.0	12.5	87.5	0.0	31.25	62.5	6.25	31.25	50.0	18.75	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
2388	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	6005565	8	2.74	16.44	69.86	10.96	73.0	43.84	49.32	6.85	46.58	49.32	4.11	43.84	45.21	10.96	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
2389	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	9	61903	6005565	13	2.74	16.44	69.86	10.96	73.0	43.84	49.32	6.85	46.58	49.32	4.11	43.84	45.21	10.96	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
2401	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	1132851	11	0.0	5.41	75.68	18.92	37.0	59.46	40.54	0.0	62.16	35.14	2.7	54.05	43.24	2.7	Glenn	Willows Unified	Willows High	95988	708793.0
2402	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	1132851	12	0.0	4.76	59.52	35.71	42.0	64.29	35.71	0.0	83.33	16.67	0.0	66.67	30.95	2.38	Glenn	Willows Unified	Willows High	95988	708793.0
2403	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	1132851	13	0.0	5.06	67.09	27.85	79.0	62.03	37.97	0.0	73.42	25.32	1.27	60.76	36.71	2.53	Glenn	Willows Unified	Willows High	95988	708793.0
2404	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	6007603	5	5.0	15.0	75.0	5.0	20.0	35.0	55.0	10.0	25.0	70.0	5.0	40.0	60.0	0.0	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
2405	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	6007603	13	5.0	15.0	75.0	5.0	20.0	35.0	55.0	10.0	25.0	70.0	5.0	40.0	60.0	0.0	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
2406	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	6007611	8	2.5	5.0	45.0	47.5	40.0	67.5	30.0	2.5	72.5	25.0	2.5	67.5	30.0	2.5	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
2407	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	11	62661	6007611	13	2.5	5.0	45.0	47.5	40.0	67.5	30.0	2.5	72.5	25.0	2.5	67.5	30.0	2.5	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
2432	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	106807	8	5.41	21.62	64.86	8.11	37.0	40.54	54.05	5.41	37.84	54.05	8.11	40.54	37.84	21.62	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
2433	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	106807	13	5.41	21.62	64.86	8.11	37.0	40.54	54.05	5.41	37.84	54.05	8.11	40.54	37.84	21.62	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
2439	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3130077	12	0.0	0.0	45.45	54.55	11.0	100.0	0.0	0.0	81.82	18.18	0.0	90.91	9.09	0.0	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	96161	875819.0
2440	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3130077	13	0.0	0.0	45.45	54.55	11.0	100.0	0.0	0.0	81.82	18.18	0.0	90.91	9.09	0.0	Placer	Tahoe-Truckee Unified	Sierra High (Continuation)	96161	875819.0
2443	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3138500	10	0.0	24.0	46.0	30.0	50.0	40.0	56.0	4.0	52.0	44.0	4.0	42.0	54.0	4.0	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2444	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3138500	11	0.0	12.5	75.0	12.5	40.0	45.0	52.5	2.5	65.0	35.0	0.0	42.5	55.0	2.5	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2445	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3138500	12	0.0	5.88	67.65	26.47	34.0	38.24	61.76	0.0	61.76	38.24	0.0	52.94	44.12	2.94	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2446	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	3138500	13	0.0	15.32	61.29	23.39	124.0	41.13	56.45	2.42	58.87	39.52	1.61	45.16	51.61	3.23	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
2449	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	6031322	5	5.88	11.76	70.59	11.76	34.0	64.71	29.41	5.88	41.18	52.94	5.88	41.18	52.94	5.88	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
2450	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	31	66944	6031322	13	5.88	11.76	70.59	11.76	34.0	64.71	29.41	5.88	41.18	52.94	5.88	41.18	52.94	5.88	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
2469	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	70136	106013	13	16.67	41.67	33.33	8.33	12.0	16.67	58.33	25.0	16.67	58.33	25.0	33.33	41.67	25.0	Shasta	University Preparatory	University Preparatory	96001	654232.0
2493	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530028	12	0.0	0.0	100.0	0.0	14.0	42.86	57.14	0.0	71.43	28.57	0.0	64.29	35.71	0.0	Shasta	Anderson Union High	West Valley High	96022	871132.5
2494	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530028	13	0.0	0.0	100.0	0.0	14.0	42.86	57.14	0.0	71.43	28.57	0.0	64.29	35.71	0.0	Shasta	Anderson Union High	West Valley High	96022	871132.5
2507	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530804	10	0.0	38.89	61.11	0.0	18.0	33.33	55.56	11.11	38.89	61.11	0.0	16.67	66.67	16.67	Shasta	Anderson Union High	Anderson High	96007	939198.5
2508	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530804	11	0.0	9.09	90.91	0.0	11.0	36.36	63.64	0.0	63.64	36.36	0.0	27.27	72.73	0.0	Shasta	Anderson Union High	Anderson High	96007	939198.5
2509	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530804	12	0.0	0.0	90.91	9.09	11.0	45.45	54.55	0.0	72.73	27.27	0.0	18.18	81.82	0.0	Shasta	Anderson Union High	Anderson High	96007	939198.5
2510	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69856	4530804	13	0.0	20.0	77.5	2.5	40.0	37.5	57.5	5.0	55.0	45.0	0.0	20.0	72.5	7.5	Shasta	Anderson Union High	Anderson High	96007	939198.5
2515	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69914	6050124	13	0.0	28.57	71.43	0.0	14.0	42.86	50.0	7.14	35.71	64.29	0.0	42.86	50.0	7.14	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
2530	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69971	6050249	8	16.67	58.33	25.0	0.0	12.0	8.33	58.33	33.33	8.33	75.0	16.67	0.0	66.67	33.33	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
2531	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	69971	6050249	13	16.67	58.33	25.0	0.0	12.0	8.33	58.33	33.33	8.33	75.0	16.67	0.0	66.67	33.33	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
2537	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	70136	4532750	11	5.71	25.71	65.71	2.86	35.0	25.71	71.43	2.86	37.14	60.0	2.86	28.57	60.0	11.43	Shasta	Shasta Union High	Enterprise High	96002	691116.0
2539	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	70136	4532750	13	5.56	25.0	66.67	2.78	36.0	25.0	72.22	2.78	36.11	61.11	2.78	27.78	61.11	11.11	Shasta	Shasta Union High	Enterprise High	96002	691116.0
2555	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	45	75267	4531901	13	5.88	23.53	64.71	5.88	17.0	23.53	52.94	23.53	23.53	70.59	5.88	11.76	76.47	11.76	Shasta	Gateway Unified	Central Valley High	96019	1025339.0
2571	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	47	73684	4731253	13	0.0	7.69	46.15	46.15	13.0	61.54	38.46	0.0	61.54	38.46	0.0	53.85	46.15	0.0	Siskiyou	Butte Valley Unified	Butte Valley High	96023	760306.0
2585	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	100537	5	5.71	28.57	65.71	0.0	35.0	28.57	57.14	14.29	22.86	71.43	5.71	14.29	80.0	5.71	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2586	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	100537	8	5.0	29.0	52.0	14.0	100.0	32.0	60.0	8.0	39.0	53.0	8.0	35.0	53.0	12.0	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2587	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	100537	13	5.19	28.89	55.56	10.37	135.0	31.11	59.26	9.63	34.81	57.78	7.41	29.63	60.0	10.37	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2588	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	107722	12	4.97	17.13	57.46	20.44	181.0	45.3	45.86	8.84	58.01	34.25	7.73	44.75	45.86	9.39	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2589	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	107722	13	4.97	17.13	57.46	20.44	181.0	45.3	45.86	8.84	58.01	34.25	7.73	44.75	45.86	9.39	Sutter	Yuba City Unified	River Valley High	95993	596649.0
2592	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053409	5	6.67	20.0	66.67	6.67	15.0	33.33	53.33	13.33	20.0	73.33	6.67	6.67	86.67	6.67	Sutter	Yuba City Unified	Lincoln Elementary	95993	596649.0
2593	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053409	13	6.67	20.0	66.67	6.67	15.0	33.33	53.33	13.33	20.0	73.33	6.67	6.67	86.67	6.67	Sutter	Yuba City Unified	Lincoln Elementary	95993	596649.0
2594	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053441	5	0.0	33.33	66.67	0.0	12.0	16.67	75.0	8.33	25.0	75.0	0.0	41.67	41.67	16.67	Sutter	Yuba City Unified	Tierra Buena Elementary	95993	596649.0
2595	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053441	8	0.0	30.0	60.0	10.0	20.0	25.0	60.0	15.0	35.0	65.0	0.0	30.0	60.0	10.0	Sutter	Yuba City Unified	Tierra Buena Elementary	95993	596649.0
2596	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053441	13	0.0	31.25	62.5	6.25	32.0	21.88	65.63	12.5	31.25	68.75	0.0	34.38	53.13	12.5	Sutter	Yuba City Unified	Tierra Buena Elementary	95993	596649.0
2598	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6067268	8	4.76	23.81	61.9	9.52	21.0	33.33	57.14	9.52	52.38	47.62	0.0	33.33	52.38	14.29	Sutter	Yuba City Unified	Butte Vista Elementary	95993	596649.0
2599	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6067268	13	3.57	28.57	60.71	7.14	28.0	32.14	57.14	10.71	42.86	50.0	7.14	28.57	60.71	10.71	Sutter	Yuba City Unified	Butte Vista Elementary	95993	596649.0
2604	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	113134	8	3.51	14.04	71.93	10.53	57.0	38.6	57.89	3.51	45.61	49.12	5.26	47.37	42.11	10.53	Sutter	Yuba City Unified	Riverbend Elementary	95991	921737.5
2605	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	113134	13	4.62	15.38	70.77	9.23	65.0	38.46	56.92	4.62	46.15	47.69	6.15	44.62	44.62	10.77	Sutter	Yuba City Unified	Riverbend Elementary	95991	921737.5
2606	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	5130018	12	0.0	0.0	62.5	37.5	24.0	75.0	25.0	0.0	91.67	8.33	0.0	66.67	33.33	0.0	Sutter	Yuba City Unified	Albert Powell Continuation	95991	921737.5
2607	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	5130018	13	0.0	0.0	62.5	37.5	24.0	75.0	25.0	0.0	91.67	8.33	0.0	66.67	33.33	0.0	Sutter	Yuba City Unified	Albert Powell Continuation	95991	921737.5
2616	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	5130125	13	0.0	20.0	46.67	33.33	15.0	66.67	33.33	0.0	66.67	33.33	0.0	60.0	33.33	6.67	Sutter	Yuba City Charter	Yuba City Charter	95991	921737.5
2617	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	5139001	12	1.44	15.83	67.63	15.11	139.0	39.13	57.97	2.9	48.55	47.1	4.35	48.55	47.1	4.35	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2618	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	5139001	13	1.44	15.83	67.63	15.11	139.0	39.13	57.97	2.9	48.55	47.1	4.35	48.55	47.1	4.35	Sutter	Yuba City Unified	Yuba City High	95991	921737.5
2622	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053359	8	9.52	33.33	47.62	9.52	21.0	28.57	57.14	14.29	14.29	61.9	23.81	19.05	66.67	14.29	Sutter	Yuba City Unified	Barry Elementary	95991	921737.5
2623	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053359	13	6.45	29.03	54.84	9.68	31.0	32.26	58.06	9.68	22.58	58.06	19.35	19.35	67.74	12.9	Sutter	Yuba City Unified	Barry Elementary	95991	921737.5
2624	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053367	5	0.0	18.18	72.73	9.09	11.0	45.45	54.55	0.0	63.64	36.36	0.0	36.36	63.64	0.0	Sutter	Yuba City Unified	Bridge Street Elementary	95991	921737.5
2625	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053367	13	0.0	18.18	72.73	9.09	11.0	45.45	54.55	0.0	63.64	36.36	0.0	36.36	63.64	0.0	Sutter	Yuba City Unified	Bridge Street Elementary	95991	921737.5
2626	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053383	8	2.2	15.38	72.53	9.89	91.0	35.16	60.44	4.4	42.86	53.85	3.3	36.26	58.24	5.49	Sutter	Yuba City Unified	Gray Avenue Middle	95991	921737.5
2627	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053383	13	2.2	15.38	72.53	9.89	91.0	35.16	60.44	4.4	42.86	53.85	3.3	36.26	58.24	5.49	Sutter	Yuba City Unified	Gray Avenue Middle	95991	921737.5
2630	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053417	5	15.38	46.15	38.46	0.0	13.0	15.38	61.54	23.08	15.38	69.23	15.38	0.0	84.62	15.38	Sutter	Yuba City Unified	Lincrest Elementary	95991	921737.5
2631	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053417	13	15.38	46.15	38.46	0.0	13.0	15.38	61.54	23.08	15.38	69.23	15.38	0.0	84.62	15.38	Sutter	Yuba City Unified	Lincrest Elementary	95991	921737.5
2632	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053425	5	0.0	11.76	82.35	5.88	17.0	41.18	58.82	0.0	41.18	47.06	11.76	41.18	58.82	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
2633	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71464	6053425	13	0.0	11.76	82.35	5.88	17.0	41.18	58.82	0.0	41.18	47.06	11.76	41.18	58.82	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
2638	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71449	5137500	10	0.0	11.76	76.47	11.76	17.0	17.65	82.35	0.0	35.29	64.71	0.0	41.18	52.94	5.88	Sutter	Sutter Union High	Sutter High	95982	403892.5
2639	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71449	5137500	11	0.0	0.0	81.25	18.75	16.0	50.0	50.0	0.0	62.5	37.5	0.0	62.5	37.5	0.0	Sutter	Sutter Union High	Sutter High	95982	403892.5
2640	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	51	71449	5137500	13	0.0	6.06	78.79	15.15	33.0	33.33	66.67	0.0	48.48	51.52	0.0	51.52	45.45	3.03	Sutter	Sutter Union High	Sutter High	95982	403892.5
2641	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	102301	5	15.38	30.77	46.15	7.69	13.0	23.08	69.23	7.69	23.08	61.54	15.38	23.08	61.54	15.38	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
2642	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	102301	8	0.0	5.26	68.42	26.32	19.0	63.16	36.84	0.0	68.42	31.58	0.0	47.37	52.63	0.0	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
2643	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	102301	13	6.25	15.63	59.38	18.75	32.0	46.88	50.0	3.13	50.0	43.75	6.25	37.5	56.25	6.25	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
2646	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	6053490	5	8.33	33.33	58.33	0.0	12.0	25.0	58.33	16.67	25.0	58.33	16.67	16.67	75.0	8.33	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
2647	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	6053490	13	8.33	33.33	58.33	0.0	12.0	25.0	58.33	16.67	25.0	58.33	16.67	16.67	75.0	8.33	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
2648	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	6093546	8	4.08	32.65	55.1	8.16	49.0	22.45	73.47	4.08	24.49	71.43	4.08	36.73	51.02	12.24	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
2649	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71498	6093546	13	4.08	32.65	55.1	8.16	49.0	22.45	73.47	4.08	24.49	71.43	4.08	36.73	51.02	12.24	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
2656	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71506	5231709	12	3.13	12.5	64.06	20.31	64.0	48.44	51.56	0.0	67.19	31.25	1.56	56.25	31.25	12.5	Tehama	Corning Union High	Corning High	96021	456240.0
2657	8	Reclassified fluent English proficient (RFEP)	English-Language Fluency	52	71506	5231709	13	3.13	12.5	64.06	20.31	64.0	48.44	51.56	0.0	67.19	31.25	1.56	56.25	31.25	12.5	Tehama	Corning Union High	Corning High	96021	456240.0
2666	28	Migrant education	Migrant	6	61622	118729	5	0.0	8.33	25.0	66.67	12.0	75.0	25.0	0.0	66.67	33.33	0.0	75.0	25.0	0.0	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2667	28	Migrant education	Migrant	6	61622	118729	13	0.0	8.33	25.0	66.67	12.0	75.0	25.0	0.0	66.67	33.33	0.0	75.0	25.0	0.0	Colusa	Williams Unified	Williams Upper Elementary	95987	692087.0
2696	28	Migrant education	Migrant	51	71464	100537	5	0.0	5.56	77.78	16.67	18.0	61.11	27.78	11.11	50.0	44.44	5.56	44.44	55.56	0.0	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2697	28	Migrant education	Migrant	51	71464	100537	8	5.0	25.0	45.0	25.0	20.0	50.0	40.0	10.0	50.0	40.0	10.0	55.0	35.0	10.0	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
2698	28	Migrant education	Migrant	51	71464	100537	13	2.63	15.79	60.53	21.05	38.0	55.26	34.21	10.53	50.0	42.11	7.89	50.0	44.74	5.26	Sutter	Yuba City Unified	Andros Karperos	95993	596649.0
